0.001 0
0.101 0
0.201 0
0.301 2.72e+06
0.401 81600
0.501 3.9712e+06
0.601 6.12e+06
0.701 0
0.801 9.1392e+06
0.901 3.4e+06
1.001 1.03088e+07
1.101 1.02544e+07
1.201 1.03088e+07
1.301 1.71088e+07
1.401 1.088e+07
1.501 0
1.601 0
1.701 2.13792e+07
1.801 2.35552e+07
1.901 0
2.001 54400
2.101 0
2.201 54400
2.301 54400
2.401 0
2.501 81600
2.601 54400
2.701 0
2.801 54400
2.901 0
3.001 81600
3.101 108800
3.201 0
3.301 108800
3.401 136000
3.501 0
3.601 108800
3.701 0
3.801 136000
3.901 163200
4.001 0
4.101 190400
4.201 163200
4.301 0
4.401 163200
4.501 0
4.601 190400
4.701 217600
4.801 0
4.901 244800
5.001 217600
5.101 0
5.201 217600
5.301 0
5.401 244800
5.501 272000
5.601 0
5.701 299200
5.801 272000
5.901 0
6.001 299200
6.101 0
6.201 326400
6.301 353600
6.401 0
6.501 326400
6.601 326400
6.701 0
6.801 353600
6.901 0
7.001 380800
7.101 408000
7.201 0
7.301 380800
7.401 408000
7.501 0
7.601 435200
7.701 0
7.801 462400
7.901 435200
8.001 0
8.101 435200
8.201 462400
8.301 0
8.401 489600
8.501 0
8.601 516800
8.701 489600
8.801 0
8.901 516800
9.001 380800
9.101 163200
9.201 571200
9.301 0
9.401 544000
9.501 571200
9.601 0
9.701 598400
9.801 81600
9.901 516800
10.001 625600
10.101 0
10.201 598400
10.301 625600
10.401 0
10.501 652800
10.601 0
10.701 680000
10.801 652800
10.901 0
11.001 680000
11.101 707200
11.201 0
11.301 734400
11.401 0
11.501 707200
11.601 734400
11.701 0
11.801 761600
11.901 761600
12.001 0
12.101 788800
12.201 0
12.301 761600
12.401 788800
12.501 0
12.601 816000
12.701 843200
12.801 0
12.901 816000
13.001 0
13.101 843200
13.201 870400
13.301 0
13.401 897600
13.501 870400
13.601 0
13.701 897600
13.801 0
13.901 924800
14.001 924800
14.101 0
14.201 952000
14.301 924800
14.401 0
14.501 952000
14.601 0
14.701 979200
14.801 1.0064e+06
14.901 0
15.001 979200
15.101 1.0064e+06
15.201 0
15.301 1.0336e+06
15.401 0
15.501 1.0608e+06
15.601 1.0336e+06
15.701 0
15.801 1.0336e+06
15.901 1.0608e+06
16.001 0
16.101 1.088e+06
16.201 0
16.301 1.1152e+06
16.401 1.088e+06
16.501 0
16.601 1.1152e+06
16.701 1.0608e+06
16.801 81600
16.901 1.1696e+06
17.001 0
17.101 1.1424e+06
17.201 1.1696e+06
17.301 0
17.401 1.1968e+06
17.501 761600
17.601 435200
17.701 1.224e+06
17.801 0
17.901 1.1968e+06
18.001 1.224e+06
18.101 0
18.201 1.2512e+06
18.301 462400
18.401 816000
18.501 1.2512e+06
18.601 0
18.701 1.2784e+06
18.801 1.3056e+06
18.901 0
19.001 1.3328e+06
19.101 163200
19.201 1.1424e+06
19.301 1.3056e+06
19.401 0
19.501 1.3328e+06
19.601 1.36e+06
19.701 0
19.801 1.3872e+06
19.901 0
20.001 1.36e+06
20.101 1.3872e+06
20.201 0
20.301 1.4144e+06
20.401 1.4416e+06
20.501 0
20.601 1.4144e+06
20.701 0
20.801 1.4144e+06
20.901 1.4416e+06
21.001 0
21.101 1.4688e+06
21.201 1.496e+06
21.301 0
21.401 1.4688e+06
21.501 0
21.601 1.496e+06
21.701 1.5232e+06
21.801 0
21.901 1.5504e+06
22.001 1.5232e+06
22.101 0
22.201 1.5504e+06
22.301 0
22.401 1.5776e+06
22.501 1.5776e+06
22.601 0
22.701 1.6048e+06
22.801 1.5776e+06
22.901 0
23.001 1.6048e+06
23.101 0
